,alpha,c,D,R_squared
1989,0.8363919136674595,0.046790366749546314,6.814960775869741,0.9315655592733131
2007,1.4714094650037894,0.1269959097907209,10.58539159145288,0.9418056032981703
2015,1.3096243971107622,0.18546718857516134,9.794421453383992,0.9397122416635014
