,alpha,c,D,R_squared
1989,0.5754650350555843,0.08415372901380251,1.7423742972939351,0.9885837036396009
2007,1.4905834288252926,0.12154956523425679,3.332361122899425,0.9817683430724039
2016,1.5351583739724564,0.18180959223804488,4.177590078510369,0.9559920378475655
