,alpha,c,D,R_squared,r1,r0,r2,ks,kp,dr2,dr1,Sr
1989,2.480964580648703,0.07664138029815064,11.662169241643904,0.9906080147240888,2.735801532590239,5.831084620821952,8.926367709053665,0.08611507960478909,0.5308245874496331,,,
2007,3.1356941650666266,0.16346414254584066,13.893666281293992,0.9836251276082991,4.029239762335927,6.946833140646996,9.864426518958066,0.08276924071933939,0.4199889819203773,2.5663427297962365,11.545705247657448,0.2222768271619381
2015,2.6138737341590845,0.20681072024028052,13.352770616558173,0.9750429962273768,3.3125991194010838,6.6763853082790865,10.040171497157088,0.06807029415000117,0.5038334418336703,0.7081186541903607,-7.069248962729628,-0.10016886630018147
